ZONA,Provincia,CodigodeProvincia,Canton,CodigodeCanton,Parroquia,CodigodeParroquia,CodigoInstitucion,NombreInstitucion,TipodeEducacion,NivelEducacion,Sostenimiento,ZonaINEC,RegimenEscolar,Jurisdiccion,Modallidad,Jornada,Tenenciadelinmueble,FormaAcceso,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Estudiantes_Docentes
ZONA 6,AZUAY,1,CAMILO PONCE ENRIQUEZ,115,CAMILO PONCE ENRIQUEZ,11550,01H01551,ESCUELA DE EDUCACIÓN BÁSICA PRIMERO DE NOVIEMBRE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,24,22,46,23
ZONA 6,AZUAY,1,GUALACEO,103,GUALACEO,10350,01H00994,ESCUELA DE EDUCACION BASICA CIUDAD DE GUALACEO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,33,12,45,538,548,1086,24.13333333
ZONA 3,TUNGURAHUA,18,SANTIAGO DE PILLARO,1808,SAN ANDRES,180855,18H00597,HUALCOPO DUCHICELA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial y Semipresencial,Matutina y Vespertina,Propio,Terrestre,11,1,12,90,76,166,13.83333333
ZONA 3,CHIMBORAZO,6,RIOBAMBA,601,VELOZ,60104,06H00238,ESCUELA DE EDUCACION BASICA THE OXFORD GARDENS  SCHOOL,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Prestado,Terrestre,3,0,3,17,20,37,12.33333333
ZONA 2,PICHINCHA,17,RUMIÑAHUI,1705,SANGOLQUI,170501,17H02398,EL CAMINO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,12,3,15,109,89,198,13.2
ZONA 2,ORELLANA,22,LORETO,2204,PUERTO MURIALDO,220452,22B00132,CENTRO EDUCATIVO INTERCULTURAL BILINGUE CARLOS AGUINDA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,14,13,27,27
ZONA 9,PICHINCHA,17,QUITO,1701,TUMBACO,170184,17H02696,GOTITAS DE TERNURA,Educación Regular,Inicial,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Comodato,Terrestre,3,0,3,30,25,55,18.33333333
ZONA 1,ESMERALDAS,8,QUININDE,804,MALIMPIA,80453,08H00995,UNIDAD EDUCATIVA  SERAFINA QUINTERO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutino y Nocturno,Propio,Terrestre,14,8,22,276,300,576,26.18181818
ZONA 7,ZAMORA CHINCHIPE,19,PALANDA,1908,SAN FRANCISCO DE VERGEL,190852,19H00464,ESCUELA DE EDUCACIÓN BÁSICA MARCO AGILA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,15,13,28,14
ZONA 6,CAÑAR,3,AZOGUES,301,RIVERA,30157,03H00185,ESCUELA DE EDUCACIÓN BÁSICA LA INMACULADA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,2,3,27,22,49,16.33333333
ZONA 1,ESMERALDAS,8,ELOY ALFARO,802,BORBON,80253,08B00059,CECIB EPERARA SIA PIADAARADE,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Fluvial,4,4,8,56,72,128,16
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02530,CENTRO DE EDUCACION INICIAL PARTICULAR ANGEL DE LA GUARDA,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,12,0,12,46,48,94,7.833333333
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,LUZ DE AMERICA,230153,23H00679,MARISCAL SUCRE,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,3,10,13,13
ZONA 5,BOLIVAR,2,CHIMBO,203,MAGDALENA (CHAPACOTO),20353,02H00372,EEB CABO PRIMERO WLADIMIR ANALUIZA MONTERO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,2,4,6,6
ZONA 5,LOS RIOS,12,BABA,1202,BABA,120250,12H00370,ESCUELA DE EDUCACION BASICA BENJAMIN ROSALES ASPIAZU,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,4,8,80,87,167,20.875
ZONA 9,PICHINCHA,17,QUITO,1701,SAN BARTOLO,170128,17H04167,CDI ZONA MAGICA,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,3,0,3,28,23,51,17
ZONA 6,AZUAY,1,CUENCA,101,MONAY,10109,01H00265,UNIDAD EDUCATIVA PARTICULAR LATINOAMERICANO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,40,14,54,313,412,725,13.42592593
ZONA 5,BOLIVAR,2,GUARANDA,201,SIMIATUG,20159,02H00195,EEB CARIHUAYRAZO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,7,11,18,18
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01124,CENTRO DE EDUCACIÓN INICIAL CLEMENTINA TRIVIÑO DE UNDA,Educación Regular,Inicial,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,14,0,14,150,147,297,21.21428571
ZONA 4,MANABI,13,JIPIJAPA,1306,EL ANEGADO,130652,13H02004,EDILMA ZEA SANTANA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,3,7,10,10
ZONA 9,PICHINCHA,17,QUITO,1701,BELISARIO QUEVEDO,170101,17H00867,UNIDAD EDUCATIVA PARTICULAR LUIGI GALVANI,Educación Regular,EGB y Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,7,6,13,57,76,133,10.23076923
ZONA NO DELIMITADA,Zona No Delimitada,90,ZND Pichincha - Esmeraldas - Imbabura,9001,LAS GOLONDRINAS,900151,10H00337,LAS GOLONDRINAS,Popular Permanente,EGB y Bachillerato,Fiscal,RuralINEC,Costa,Hispana,Semipresencial,Vespertina,Propio,Terrestre,5,3,8,29,12,41,5.125
ZONA 1,ESMERALDAS,8,ELOY ALFARO,802,BORBON,80253,08B00023,CECIB JAIME ROLDOS AGUILERA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Terrestre,4,2,6,52,48,100,16.66666667
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H02223,ESCUELA DE EDUCACION BASICA PARTICULAR MATILDE HIDALGO DE PROCEL,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,1,3,16,18,34,11.33333333
ZONA 7,LOJA,11,LOJA,1101,SANTIAGO,110159,11H00413,ESCUELA DE EDUCACION BASICA LOPEZ DE LEON,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,2,4,6,6
ZONA 6,MORONA SANTIAGO,14,LOGROÑO,1410,YAUPI,141051,14B00375,CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL SAN JUAN BOSCO,Educación Regular,Educación Básica,Fiscomisional,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,2,2,32,58,90,45
ZONA 1,SUCUMBIOS,21,SHUSHUFINDI,2104,SHUSHUFINDI,210450,21H00500,UNIDAD EDUCATIVA LOS RIOS,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,9,1,10,94,78,172,17.2
ZONA 6,AZUAY,1,CAMILO PONCE ENRIQUEZ,115,CAMILO PONCE ENRIQUEZ,11550,01H01582,16 DE OCTUBRE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,5,3,8,8
ZONA 6,CAÑAR,3,CAÑAR,303,HONORATO VASQUEZ (TAMBO VIEJO),30355,03H00398,ESCUELA DE EDUCACION BASICA ANTONIO MOLINA IGLESIAS,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,5,7,12,12
ZONA 5,BOLIVAR,2,ECHEANDIA,204,ECHEANDIA,20450,02B00097,30 DE ABRIL,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,6,5,11,11
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H05418,ESCUELA DE EDUCACION BASICA PARTICULAR LUCIO SENECA,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,20,0,20,240,252,492,24.6
ZONA 6,MORONA SANTIAGO,14,GUALAQUIZA,1402,EL ROSARIO,140255,14H00163,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL LOGROÑO,Educación Regular,Inicial y EGB,Fiscomisional,RuralINEC,Sierra,Hispana,Presencial,Matutina,Comodato,Terrestre,1,1,2,20,17,37,18.5
ZONA 1,IMBABURA,10,IBARRA,1001,SAGRARIO,100103,10H00086,"UNDAD EDUCATIVA ""28 DE SEPTIEMBRE""",Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,"Matutina, Vesperina y Nocturna",Propio,Terrestre,59,23,82,764,1088,1852,22.58536585
ZONA 2,PICHINCHA,17,PUERTO QUITO,1709,PUERTO QUITO,170950,17H03578,JOSE MARIA VELAZ 24-D PUERTO QUITO,Educación Regular,EGB y Bachillerato,Fiscomisional,UrbanaINEC,Costa,Hispana,Semipresencial,Matutina,Arriendo,Terrestre,4,5,9,51,90,141,15.66666667
ZONA 7,EL ORO,7,ZARUMA,713,GUANAZAN,71353,07H01216,ESCUELA DE EDUCACION BASICA 10 DE AGOSTO N° 2,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,2,6,8,8
ZONA 4,MANABI,13,CHONE,1303,SANTA RITA,130302,13H01078,ESCUELA DE EDUCACION BASICA DIEZ DE AGOSTO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,12,9,21,21
ZONA 5,GUAYAS,9,MILAGRO,910,CHIRIJOS,91003,09H05941,ESCUELA DE EDUCACION BASICA ADOLFO ALVAREZ ESCOBAR,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,17,1,18,223,249,472,26.22222222
ZONA 4,MANABI,13,CHONE,1303,BOYACA,130351,13H01115,SUSANA TORRES VERDUGA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,7,11,11
ZONA 5,LOS RIOS,12,VENTANAS,1207,ZAPOTAL,120752,12H01263,ESCUELA DE EDUCACION BASICA GIL RAMIREZ DAVALOS,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,6,13,19,19
ZONA 7,ZAMORA CHINCHIPE,19,NANGARITZA,1903,GUAYZIMI,190350,19B00116,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA RAMON AUJTAKAI,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,1,0,1,9,4,13,13
ZONA 8,GUAYAS,9,GUAYAQUIL,901,GARCIA MORENO,90105,09H00423,UNIDAD EDUCATIVA PARTICULAR AGUILAS DE CRISTO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,11,5,16,179,184,363,22.6875
ZONA 5,GUAYAS,9,SANTA LUCIA,918,SANTA LUCIA,91850,09H04750,ESCUELA DE EDUCACION BASICA JUAN BAUTISTA VILLAMAR,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,1,5,77,77,154,30.8
ZONA 9,PICHINCHA,17,QUITO,1701,SAN JUAN,170130,17H00810,INTERAMERICANO,Educación Regular,EGB y Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,5,3,8,30,51,81,10.125
ZONA 3,CHIMBORAZO,6,RIOBAMBA,601,LICTO,60156,06H00364,ESCUELA DE EDUCACION BASICA HUAYNA PALCON,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,5,7,12,12
ZONA 5,GUAYAS,9,SALITRE,919,JUNQUILLAL,91953,09H04934,ESCUELA DE EDUCACIÓN BÁSICA CORDILLERA DEL CONDOR,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,35,33,68,22.66666667
ZONA 4,MANABI,13,TOSAGUA,1315,BACHILLERO,131551,13H03640,ARELIZA LEONOR VERA GONGORA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,9,6,15,85,89,174,11.6
ZONA 9,PICHINCHA,17,QUITO,1701,TUMBACO,170184,17H03642,MARIA TRONCATTI,Educación Regular,Inicial y EGB,Particular Laico,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,9,3,12,70,63,133,11.08333333
ZONA 7,ZAMORA CHINCHIPE,19,CHINCHIPE,1902,ZUMBA,190250,19H00129,ESCUELA DE EDUCACIÓN BÁSICA SEGUNDO TEODORO PAVÓN ROMERO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,2,2,4,20,14,34,8.5
ZONA 5,SANTA ELENA,24,SALINAS,2403,CARLOS ESPINOZA LARREA,240301,24H00270,ESCUELA DE EDUCACION BASICA COSTA AZUL,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Vespertina,Propio,Terrestre,6,5,11,47,60,107,9.727272727
ZONA 1,ESMERALDAS,8,RIOVERDE,807,CHUMUNDE,80752,08H01379,ESCUELA EGB FISCAL MANUEL MURIEL LAVAYEN,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,20,21,41,20.5
ZONA 1,IMBABURA,10,OTAVALO,1004,SAN LUIS,100402,10H00445,COLEGIO DE BACHILLERATO IMBAYA,Educación Regular,Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Vespertina,Arriendo,Terrestre,6,5,11,3,41,44,4
ZONA 3,TUNGURAHUA,18,BAÑOS DE AGUA SANTA,1802,BAÑOS DE AGUA SANTA,180250,18H00339,UNIDAD EDUCATIVA FRAY SEBASTIAN ACOSTA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,19,9,28,292,325,617,22.03571429
ZONA 5,LOS RIOS,12,VINCES,1208,VINCES CENTRAL,120802,12H01335,ESCUELA DE EDUCACION BASICA CRISTOBAL COLON,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,14,15,29,29
ZONA 3,PASTAZA,16,ARAJUNO,1604,ARAJUNO,160450,16H00195,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE NUEVO ROCAFUERTE,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,2,3,22,26,48,16
ZONA 1,IMBABURA,10,IBARRA,1001,SAGRARIO,100103,10H00061,UNIDAD EDUCATIVA BARTOLOME RUIZ,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,9,5,14,93,122,215,15.35714286
ZONA 9,PICHINCHA,17,QUITO,1701,CHILIBULO,170107,17H04207,CDI LA GRANDEZA DEL SABER,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,3,0,3,27,18,45,15
ZONA 7,EL ORO,7,MACHALA,701,MACHALA,70102,07H00256,ESCUELA DE EDUCACION BASICA PARTICULAR MARISCAL SUCRE,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,15,0,15,221,212,433,28.86666667
ZONA 7,LOJA,11,CALVAS,1102,COLAISACA,110251,11H00575,ESCUELA DE EDUCACION BASICA HITLER ROBERTO CORONEL JARAMILLO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,11,15,26,13
ZONA 2,PICHINCHA,17,PEDRO VICENTE MALDONADO,1708,PEDRO VICENTE MALDONADO,170850,17H02556,UNIDAD EDUCATIVA CELICA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,23,16,39,328,335,663,17
ZONA 9,PICHINCHA,17,QUITO,1701,TUMBACO,170184,17H02100,CABO MINACHO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,5,2,7,38,44,82,11.71428571
ZONA 9,PICHINCHA,17,QUITO,1701,SOLANDA,170131,17H00927,YAVIRAC,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,9,0,9,31,45,76,8.444444444
ZONA 6,CAÑAR,3,CAÑAR,303,CAÑAR,30350,03B00016,CECIB DE EDUCACION BASICA SAN ANTONIO,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,0,2,11,13,24,12
ZONA 5,GUAYAS,9,SALITRE,919,BOCANA,91901,09H04825,ESCUELA DE EDUCACIÓN BÁSICA RAFAEL MORAN VALVERDE,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,24,6,30,367,445,812,27.06666667
ZONA 7,EL ORO,7,SANTA ROSA,712,SANTA ROSA,71201,07H01046,COLEGIO DE BACHILLERATO MODESTO CHÁVEZ FRANCO,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial y Semipresencial,Matutino y Nocturno,Propio,Terrestre,31,17,48,484,515,999,20.8125
ZONA 5,GUAYAS,9,DAULE,906,DAULE,90601,09H03241,MONTE DE SANTIDAD,Educación Regular,Educación Básica,Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,4,3,7,3.5
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H00078,UNIDAD EDUCATIVA PARTICULAR SANTA MARIA DE LOS ANGELES,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,32,16,48,708,394,1102,22.95833333
ZONA 1,IMBABURA,10,IBARRA,1001,ANGOCHAGUA,100152,10B00003,GONZALO PIZARRO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,2,2,4,4
ZONA 5,GUAYAS,9,COLIMES,905,COLIMES,90550,13H04096,ECUADOR AMAZONICO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,29,22,51,25.5
ZONA 3,CHIMBORAZO,6,GUAMOTE,606,GUAMOTE,60650,06B00381,SILVIA GUEVARA PEREZ,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,6,3,9,70,39,109,12.11111111
ZONA 5,SANTA ELENA,24,SANTA ELENA,2401,COLONCHE,240152,24H00413,CEREZAL - BELLAVISTA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Comodato,Terrestre,14,11,25,265,319,584,23.36
ZONA 8,GUAYAS,9,DURAN,907,ELOY ALFARO (DURAN),90701,09H05374,UNIDAD EDUCATIVA FISCAL DURAN,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,"Matutina, Vesperina y Nocturna",Propio,Terrestre,102,35,137,2227,2009,4236,30.91970803
ZONA 9,PICHINCHA,17,QUITO,1701,CHILLOGALLO,170108,17H00411,JUAN PABLO II FE Y ALEGRIA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscomisional,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Comodato,Terrestre,36,8,44,763,708,1471,33.43181818
ZONA 5,LOS RIOS,12,BABA,1202,BABA,120250,12H00427,ESCUELA DE EDUCACION BASICA MIGUEL DE CERVANTES,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,33,4,37,558,484,1042,28.16216216
ZONA 5,LOS RIOS,12,VENTANAS,1207,VENTANAS,120702,12H01154,ESCUELA DE EDUCACION BASICA AMAZONAS,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,19,24,43,21.5
ZONA 2,PICHINCHA,17,CAYAMBE,1702,CANGAHUA,170252,17B00157,ISLA SANTA MARIA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,11,6,17,88,100,188,11.05882353
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,LA VILLEGAS,230252,08H01069,UNIDAD EDUCATIVA CARLOS GARBAY MONTESDEOCA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,8,1,9,107,89,196,21.77777778
ZONA 2,ORELLANA,22,LORETO,2204,SAN JOSE DE DAHUANO,220454,22H00434,ESCUELA DE EDUCACION BASICA 19 DE ABRIL,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,9,17,17
ZONA 2,ORELLANA,22,ORELLANA,2201,NUEVO PARAISO,220159,22B00011,CECIB  RIO ACORANO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,6,8,74,52,126,15.75
ZONA 1,ESMERALDAS,8,ATACAMES,806,LA UNION,80651,08H02174,ESCUELA DE EDUCACION BASICA EDILA ROSALES DE SERRANO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,9,7,16,16
ZONA 7,LOJA,11,LOJA,1101,SAN LUCAS,110157,11B00066,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA INTI PAKARI,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,3,0,3,22,16,38,12.66666667
ZONA 7,LOJA,11,ZAPOTILLO,1113,LIMONES,111353,11H01600,ESCUELA DE EDUCACION BASICA CENTINELA DEL SUR,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Cesión de derechos,Terrestre,1,0,1,4,0,4,4
ZONA 4,MANABI,13,PEDERNALES,1317,PEDERNALES,131750,13H03878,16 DE SEPTIEMBRE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,7,8,15,15
ZONA 7,ZAMORA CHINCHIPE,19,CHINCHIPE,1902,CHITO,190251,19H00188,ESCUELA DE EDUCACIÓN BÁSICA ECUADOR AMAZÓNICO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,11,11,22,22
ZONA 1,ESMERALDAS,8,QUININDE,804,CUBE,80451,08H00862,ESCUELA    FISCAL  PROVINCIA DEL CARCHI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,7,4,11,11
ZONA 7,LOJA,11,CATAMAYO,1103,ZAMBI,110354,11H00708,UNIDAD EDUCATIVA PEDRO VICTOR FALCONI,Educación Regular,EGB y Bachillerato,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,5,9,34,36,70,7.777777778
ZONA 5,BOLIVAR,2,CHIMBO,203,TELIMBELA,20355,02H00399,EEB TARQUI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,3,11,11
ZONA 6,MORONA SANTIAGO,14,MORONA,1401,SEVILLA DON BOSCO,140157,14B00036,CECIB DE EDUCACION BASICA FISCOMISIONAL JUAN LEON MERA,Educación Regular,Educación Básica,Fiscomisional,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,7,5,12,205,147,352,29.33333333
ZONA 7,EL ORO,7,SANTA ROSA,712,SANTA ROSA,71201,07H01091,ESCUELA DE EDUCACIÓN BÁSICA GENERAL ALCIDES PESANTES VILLACÍS,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,15,5,20,229,261,490,24.5
ZONA 2,PICHINCHA,17,RUMIÑAHUI,1705,SANGOLQUI,170501,17H03226,GOTITAS DEL SABER,Educación Regular,Inicial,Municipal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,23,22,45,22.5
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,EL ESFUERZO,230156,23H00677,ANTONIO MACHADO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,10,10,20,20
